index,conference_name,acronym,rank,url
588.0,IASTED International Conference on Biomedical Engineering,,A,https://portal.core.edu.au/conf-ranks/588/
589.0,IASTED Telehealth and Assistive Technology,,A,https://portal.core.edu.au/conf-ranks/589/
590.0,IAVoSS Workshop On Trustworthy Elections,WOTE,C,https://portal.core.edu.au/conf-ranks/590/
591.0,Iberian Conference on Pattern Recognition and Image Analysis,IBPRIA,C,https://portal.core.edu.au/conf-ranks/591/
592.0,IberoAmerican Congress on Pattern Recognition,CIARP,C,https://portal.core.edu.au/conf-ranks/592/
593.0,ICEE- ICEER - International Conference for Engineering Education and Research,,C,https://portal.core.edu.au/conf-ranks/593/
594.0,Identity and Globalisation: Design for the City,,,https://portal.core.edu.au/conf-ranks/594/
595.0,IEEE Automatic Speech Recognition and Understanding Workshop,ASRU,C,https://portal.core.edu.au/conf-ranks/595/
596.0,IEEE Bioinformatics and Bioengineering,BIBE,C,https://portal.core.edu.au/conf-ranks/596/
597.0,IEEE Computational Systems Bioinformatics Conference,CSB,A,https://portal.core.edu.au/conf-ranks/597/
598.0,IEEE Computer Communications Workshop,CCW,B,https://portal.core.edu.au/conf-ranks/598/
599.0,IEEE Computer Security Foundations Symposium (was CSFW),CSF,A,https://portal.core.edu.au/conf-ranks/599/
600.0,IEEE Conference in Industrial Electronics and Applications,,A,https://portal.core.edu.au/conf-ranks/600/
601.0,IEEE Conference on Automation Science and Engineering,,B,https://portal.core.edu.au/conf-ranks/601/
602.0,IEEE Conference on Computational Complexity,CCC,A,https://portal.core.edu.au/conf-ranks/602/
604.0,IEEE Conference on Computer Vision and Pattern Recognition,CVPR,A*,https://portal.core.edu.au/conf-ranks/604/
605.0,IEEE Conference on Decision and Control,CDC,A,https://portal.core.edu.au/conf-ranks/605/
606.0,IEEE Conference on Electronic Commerce Technology (merger of CEC and EEE),CEC,C,https://portal.core.edu.au/conf-ranks/606/
607.0,IEEE Conference on Local Computer Networks,LCN,B,https://portal.core.edu.au/conf-ranks/607/
608.0,IEEE Conference on Mass Storage Systems and Technologies,MSST,National: USA,https://portal.core.edu.au/conf-ranks/608/
609.0,"IEEE Conference on Robotics, Automation and Mechatronics",,A,https://portal.core.edu.au/conf-ranks/609/
610.0,"IEEE International Conference on Sensing, Communication and Networking",SECON,B,https://portal.core.edu.au/conf-ranks/610/
611.0,"IEEE Conference on Systems, Man and Cybernetics",SMC,B,https://portal.core.edu.au/conf-ranks/611/
612.0,IEEE Conference on Ultra Wideband Systems and Technologies,ICUWB,C,https://portal.core.edu.au/conf-ranks/612/
613.0,IEEE Conference on Wireless Communication and Sensor Networks,WCSN,C,https://portal.core.edu.au/conf-ranks/613/
615.0,IEEE Congress on Services,SERVICES,B,https://portal.core.edu.au/conf-ranks/615/
616.0,IEEE Consumer Communications and Networking Conference,IEEE CCNC,B,https://portal.core.edu.au/conf-ranks/616/
617.0,IEEE EMBS Neural Engineering Conference,,A,https://portal.core.edu.au/conf-ranks/617/
618.0,IEEE European Conference on Web Services,ECOWS,C,https://portal.core.edu.au/conf-ranks/618/
619.0,IEEE Global Information Infrastructure Symposium,GIIS,C,https://portal.core.edu.au/conf-ranks/619/
620.0,IEEE Global Internet Symposium,GI,C,https://portal.core.edu.au/conf-ranks/620/
621.0,IEEE Global Telecommunications Conference,IEEE GLOBECOM,B,https://portal.core.edu.au/conf-ranks/621/
622.0,"IEEE Information Theory Workshop on Detection, Estimation, Classification and Imaging",DECI,C,https://portal.core.edu.au/conf-ranks/622/
623.0,IEEE Information Visualization Conference,IEEE InfoVis,A*,https://portal.core.edu.au/conf-ranks/623/
624.0,IEEE International Augmented Reality Toolkit Workshop,IARTW,C,https://portal.core.edu.au/conf-ranks/624/
625.0,IEEE International Conference and Workshop on the Engineering of Computer Based Systems,ECBS,B,https://portal.core.edu.au/conf-ranks/625/
626.0,IEEE International Conference on 3D Systems Integration (combines ASET &amp; 3D),IEEE 3D IC,C,https://portal.core.edu.au/conf-ranks/626/
627.0,IEEE International Conference on Adaptive and Intelligent Systems,ICAIS,C,https://portal.core.edu.au/conf-ranks/627/
628.0,IEEE International Conference on Advanced Learning Technologies,ICALT,B,https://portal.core.edu.au/conf-ranks/628/
629.0,IEEE International Conference on Automatic Face and Gesture Recognition,FG,B,https://portal.core.edu.au/conf-ranks/629/
630.0,IEEE International Conference on Autonomic Computing,ICAC,B,https://portal.core.edu.au/conf-ranks/630/
631.0,IEEE International Conference on Cloud Computing,CLOUD,B,https://portal.core.edu.au/conf-ranks/631/
632.0,IEEE International Conference on Cluster Computing,CLUSTER,B,https://portal.core.edu.au/conf-ranks/632/
633.0,IEEE International Conference on Cognitive Informatics,ICCI,C,https://portal.core.edu.au/conf-ranks/633/
634.0,IEEE International Conference on Communications,ICC,B,https://portal.core.edu.au/conf-ranks/634/
635.0,IEEE International Conference on Computational Cybernetics,ICCC,C,https://portal.core.edu.au/conf-ranks/635/
636.0,IEEE International Conference on Computational Intelligence for Measurement Systems and Applications,CIMSA,C,https://portal.core.edu.au/conf-ranks/636/
637.0,IEEE International Conference on Computer and Information Technology,CIT,C,https://portal.core.edu.au/conf-ranks/637/
638.0,IEEE International Conference on Computer Vision,ICCV,A*,https://portal.core.edu.au/conf-ranks/638/
639.0,IEEE International Conference on Control Applications,CCA,B,https://portal.core.edu.au/conf-ranks/639/
640.0,IEEE International Conference on COTS-Based Software Systems,ICCBSS,C,https://portal.core.edu.au/conf-ranks/640/
641.0,IEEE International Conference on Cybernetics and Intelligent Systems,CIS,C,https://portal.core.edu.au/conf-ranks/641/
642.0,IEEE International Conference on Data Mining,ICDM,A*,https://portal.core.edu.au/conf-ranks/642/
643.0,IEEE International Conference on Digital EcoSystems and Technologies Conference,IEEE DEST,C,https://portal.core.edu.au/conf-ranks/643/
644.0,IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,B,https://portal.core.edu.au/conf-ranks/644/
645.0,IEEE International Conference on e-Business Engineering,ICEBE,B,https://portal.core.edu.au/conf-ranks/645/
646.0,IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,B,https://portal.core.edu.au/conf-ranks/646/
647.0,"IEEE International Conference on Enterprise Computing, E-Commerce and E-Services",EEE,C,https://portal.core.edu.au/conf-ranks/647/
648.0,IEEE International Conference on e-Science and Grid Computing,e-Science,B,https://portal.core.edu.au/conf-ranks/648/
649.0,IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,B,https://portal.core.edu.au/conf-ranks/649/
650.0,IEEE International Conference on Global Software Engineering,ICGSE,C,https://portal.core.edu.au/conf-ranks/650/
651.0,IEEE International Conference on Granular Computing,GrC,C,https://portal.core.edu.au/conf-ranks/651/
652.0,IEEE International Conference on High Performance Computing and Communications,HPCC,C,https://portal.core.edu.au/conf-ranks/652/
653.0,IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,B,https://portal.core.edu.au/conf-ranks/653/
654.0,IEEE International Conference on Image Processing,ICIP,B,https://portal.core.edu.au/conf-ranks/654/
655.0,IEEE International Conference on Industrial and Information Systems,ICIIS,C,https://portal.core.edu.au/conf-ranks/655/
656.0,IEEE International Conference on Information and Automation,IEEE ICIA,National: China,https://portal.core.edu.au/conf-ranks/656/
657.0,IEEE International Conference on Information Reuse and Integration,IRI,National: USA,https://portal.core.edu.au/conf-ranks/657/
658.0,IEEE International Conference on Intelligence and Security Informatics,ISI,C,https://portal.core.edu.au/conf-ranks/658/
659.0,IEEE International Conference on Intelligence for Homeland Security and Personal Safety,CIHSPS,C,https://portal.core.edu.au/conf-ranks/659/
660.0,IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,National: Romania,https://portal.core.edu.au/conf-ranks/660/
661.0,IEEE International Conference on Intelligent Systems,IEEE IS,C,https://portal.core.edu.au/conf-ranks/661/
662.0,IEEE International Conference on Mechatronics and Automation,,B,https://portal.core.edu.au/conf-ranks/662/
663.0,IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,B,https://portal.core.edu.au/conf-ranks/663/
664.0,IEEE International Conference on Multimedia and Expo,ICME,A,https://portal.core.edu.au/conf-ranks/664/
665.0,IEEE International Conference on Networks,ICON,B,https://portal.core.edu.au/conf-ranks/665/
666.0,IEEE International Conference on Neural Networks,ICNN,B,https://portal.core.edu.au/conf-ranks/666/
667.0,IEEE International Conference on Parallel Processing Workshops,WoPP,C,https://portal.core.edu.au/conf-ranks/667/
668.0,IEEE International Conference on Peer to Peer Computing,P2P,C,https://portal.core.edu.au/conf-ranks/668/
669.0,IEEE International Conference on Pervasive Computing and Communications,PERCOM,A*,https://portal.core.edu.au/conf-ranks/669/
670.0,IEEE International Conference on Radio Frequency Identification,IEEE RFID,B,https://portal.core.edu.au/conf-ranks/670/
671.0,IEEE International Conference on Robotics and Biomimetics,,B,https://portal.core.edu.au/conf-ranks/671/
672.0,IEEE International Conference on Robots and Automation,,A,https://portal.core.edu.au/conf-ranks/672/
673.0,IEEE International Conference on Service-Oriented Computing and Applications,SOCA,C,https://portal.core.edu.au/conf-ranks/673/
674.0,IEEE International Conference on Software Services Engineering (previously IEEE International Conference on Services Computing SCC),IEEE SSE,B,https://portal.core.edu.au/conf-ranks/674/
675.0,IEEE International Conference on Signal Processing and Communication,ICSPC,C,https://portal.core.edu.au/conf-ranks/675/
676.0,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,A,https://portal.core.edu.au/conf-ranks/676/
677.0,IEEE International Conference on Telecommunications,ICT,C,https://portal.core.edu.au/conf-ranks/677/
678.0,IEEE International Conference on Web Services,ICWS,A,https://portal.core.edu.au/conf-ranks/678/
679.0,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,B,https://portal.core.edu.au/conf-ranks/679/
680.0,IEEE International Conference on Wireless Information Technology and Systems,ICWITS,B,https://portal.core.edu.au/conf-ranks/680/
681.0,IEEE International Dynamic Spectrum Access Networks Symposium,IEEE DYSPAN,B,https://portal.core.edu.au/conf-ranks/681/
682.0,IEEE International Enterprise Distributed Object Computing Conference,EDOC,B,https://portal.core.edu.au/conf-ranks/682/
683.0,IEEE International Geoscience and Remote Sensing Symposium,IGARSS,C,https://portal.core.edu.au/conf-ranks/683/
684.0,IEEE International High Level Design Validation and Test Workshop,HLDVT,C,https://portal.core.edu.au/conf-ranks/684/
685.0,IEEE International Joint Conference on Neural Networks,IJCNN,B,https://portal.core.edu.au/conf-ranks/685/
686.0,IEEE International Multioptic Conference,INMIC,C,https://portal.core.edu.au/conf-ranks/686/
687.0,IEEE International On-Line Testing Symposium,IOLTS,C,https://portal.core.edu.au/conf-ranks/687/
688.0,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,A,https://portal.core.edu.au/conf-ranks/688/
689.0,IEEE International Performance Computing and Communications Conference,IPCCC,C,https://portal.core.edu.au/conf-ranks/689/
690.0,IEEE International Requirements Engineering Conference,RE,A,https://portal.core.edu.au/conf-ranks/690/
691.0,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",WoWMoM,B,https://portal.core.edu.au/conf-ranks/691/
692.0,IEEE International Symposium on Adaptive Dynamic Programming and Reinforcement Learning,IEEE ADPRL,C,https://portal.core.edu.au/conf-ranks/692/
693.0,IEEE International Symposium on Artificial Life,IEEE Alife,C,https://portal.core.edu.au/conf-ranks/693/
694.0,IEEE International Symposium on Biomedical Imaging,,A,https://portal.core.edu.au/conf-ranks/694/
695.0,"IEEE International Symposium on Cluster, Cloud and Grid Computing",CCGRID,B,https://portal.core.edu.au/conf-ranks/695/
696.0,International Symposium on Distributed Simulation and Real Time Applications,DS-RT,C,https://portal.core.edu.au/conf-ranks/696/
697.0,IEEE International Symposium on Electronics and the Environment,,B,https://portal.core.edu.au/conf-ranks/697/
698.0,IEEE International Symposium on High Assurance Systems Engineering,HASE,B,https://portal.core.edu.au/conf-ranks/698/
699.0,IEEE International Symposium on Information Theory,ISIT,B,https://portal.core.edu.au/conf-ranks/699/
700.0,IEEE International Symposium on Intelligent Control,ISIC,B,https://portal.core.edu.au/conf-ranks/700/
701.0,IEEE International Symposium on Multimedia,ISM,C,https://portal.core.edu.au/conf-ranks/701/
702.0,IEEE International Symposium on Network Computing and Applications,NCA,B,https://portal.core.edu.au/conf-ranks/702/
703.0,IEEE International Symposium on Real-Time Distributed Computing,ISORC,C,https://portal.core.edu.au/conf-ranks/703/
704.0,IEEE International Symposium on Parallel and Distributed Processing with Applications,ISPA,C,https://portal.core.edu.au/conf-ranks/704/
705.0,IEEE International Symposium on Performance Analysis of Systems and Software,ISPASS,B,https://portal.core.edu.au/conf-ranks/705/
706.0,IEEE International Symposium on Personal and Indoor Mobile Radio Conference,PIMRC,B,https://portal.core.edu.au/conf-ranks/706/
707.0,IEEE International Symposium on Security in Networks and Distributed Systems,SSNDS,C,https://portal.core.edu.au/conf-ranks/707/
708.0,IEEE International Symposium on Wearable Computers,ISWC,Journal Published,https://portal.core.edu.au/conf-ranks/708/
709.0,IEEE International Symposium on Web Systems Evolution,WSE,C,https://portal.core.edu.au/conf-ranks/709/
710.0,IEEE International Test Conference,ITC,TBR,https://portal.core.edu.au/conf-ranks/710/
711.0,IEEE International Working Conference on Mining Software Repositories,MSR,A,https://portal.core.edu.au/conf-ranks/711/
712.0,IEEE International Workshop on Cellular Nanoscale Networks and Applications,CNNA,C,https://portal.core.edu.au/conf-ranks/712/
713.0,IEEE International Workshop on Databases for Next-Generation Researchers,SWOD,C,https://portal.core.edu.au/conf-ranks/713/
714.0,IEEE International Workshop on Future Trends of Distributed Computing Systems,FTDCS,C,https://portal.core.edu.au/conf-ranks/714/
715.0,IEEE International Workshop on Neural Networks for Signal Processing,NNSP,C,https://portal.core.edu.au/conf-ranks/715/
716.0,IEEE International Workshop on Object-Oriented Real-Time Dependable Systems,WORDS,B,https://portal.core.edu.au/conf-ranks/716/
717.0,IEEE International Workshop on Quality of Service,IWQoS,B,https://portal.core.edu.au/conf-ranks/717/
718.0,IEEE International Working Conference on Source Code Analysis and Manipulation,SCAM,C,https://portal.core.edu.au/conf-ranks/718/
719.0,IEEE International Workshop on the Value of Security through Collaboration,SECOVAL,C,https://portal.core.edu.au/conf-ranks/719/
720.0,IEEE International Working Conference on Software Visualisation,VISSOFT,B,https://portal.core.edu.au/conf-ranks/720/
722.0,IEEE Latin-American Conference on Communications,latincom,C,https://portal.core.edu.au/conf-ranks/722/
723.0,IEEE Network Operations and Management Symposium,NOMS,B,https://portal.core.edu.au/conf-ranks/723/
724.0,IEEE Pacific Visualization Symposium (was APVIS),PacificVis,B,https://portal.core.edu.au/conf-ranks/724/
725.0,IEEE Real-Time and Embedded Technology and Applications Symposium,RTAS,A,https://portal.core.edu.au/conf-ranks/725/
726.0,IEEE Software Engineering Workshop,SEW,C,https://portal.core.edu.au/conf-ranks/726/
727.0,IEEE Swarm Intelligence Symposium,IEEE SIS,C,https://portal.core.edu.au/conf-ranks/727/
728.0,IEEE Symposium on 3D User Interfaces,3DUI,B,https://portal.core.edu.au/conf-ranks/728/
729.0,IEEE Symposium on Advanced Management of Information for Globalized Enterprises,AMIGE,C,https://portal.core.edu.au/conf-ranks/729/
731.0,IEEE Symposium on Computational Intelligence and Data Mining,CIDM,C,https://portal.core.edu.au/conf-ranks/731/
732.0,Conference on Games (was Computational Intelligence and Games CIG),COG,C,https://portal.core.edu.au/conf-ranks/732/
733.0,IEEE Symposium on Computational Intelligence for Financial Engineering,IEEE CIFEr,C,https://portal.core.edu.au/conf-ranks/733/
734.0,IEEE Symposium on Computational intelligence for Image Processing,IEEE CIIP,C,https://portal.core.edu.au/conf-ranks/734/
735.0,IEEE Symposium on Computational intelligence for Multimedia Signal and Vision Processing,IEEE CIMSIVP,C,https://portal.core.edu.au/conf-ranks/735/
736.0,IEEE Symposium on Computational Intelligence for Security and Defence Applications,IEEE CISDA,C,https://portal.core.edu.au/conf-ranks/736/
737.0,IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,CIBCB,C,https://portal.core.edu.au/conf-ranks/737/
738.0,IEEE Symposium on Computational Intelligence in Control and Automation,IEEE CICA,C,https://portal.core.edu.au/conf-ranks/738/
739.0,IEEE Symposium on Computational Intelligence in Cyber Security,IEEE CICS,C,https://portal.core.edu.au/conf-ranks/739/
740.0,IEEE Symposium on Computational Intelligence in Image and Signal Processing,CIISP,C,https://portal.core.edu.au/conf-ranks/740/
741.0,IEEE Symposium on Computational Intelligence in Multi-Criteria Decision-Making,IEEE MCDM,C,https://portal.core.edu.au/conf-ranks/741/
742.0,IEEE Symposium on Computational Intelligence in Scheduling,IEEE CI-Sched,C,https://portal.core.edu.au/conf-ranks/742/
743.0,IEEE Symposium on Computer Arithmetic,ARITH,C,https://portal.core.edu.au/conf-ranks/743/
744.0,IEEE Symposium on Computers and Communications,ISCC,C,https://portal.core.edu.au/conf-ranks/744/
745.0,IEEE Symposium on Foundations of Computer Science,FOCS,A*,https://portal.core.edu.au/conf-ranks/745/
746.0,IEEE Symposium on High-Performance Interconnects,HOTI,National: USA,https://portal.core.edu.au/conf-ranks/746/
747.0,IEEE Symposium on Intelligent Agents,IEEE IA,C,https://portal.core.edu.au/conf-ranks/747/
748.0,IEEE Symposium on Logic in Computer Science,LICS,A*,https://portal.core.edu.au/conf-ranks/748/
749.0,IEEE International Symposium on Rapid System Prototyping (was IEEE Symposium on Rapid Prototyping),RSP,C,https://portal.core.edu.au/conf-ranks/749/
750.0,IEEE Symposium on Security and Privacy,SP,A*,https://portal.core.edu.au/conf-ranks/750/
751.0,IEEE Symposium on Visual Analytics Science and Technology,IEEE VAST,C,https://portal.core.edu.au/conf-ranks/751/
752.0,IEEE Symposium on Visual Languages and Human-Centric Computing (was VL),VL/HCC,B,https://portal.core.edu.au/conf-ranks/752/
753.0,IEEE Symposium on VLSI Circuits,VLSIC,A,https://portal.core.edu.au/conf-ranks/753/
754.0,IEEE Systems and Information Engineering Design Symposium,SIEDS,C,https://portal.core.edu.au/conf-ranks/754/
755.0,IEEE Systems Conference,SysCon,C,https://portal.core.edu.au/conf-ranks/755/
756.0,IEEE Region 10 Conference,Tencon,C,https://portal.core.edu.au/conf-ranks/756/
757.0,IEEE Vehicular Technology Conference,VTC,B,https://portal.core.edu.au/conf-ranks/757/
758.0,IEEE Conference on Virtual Reality and 3D User Interfaces,VR,A*,https://portal.core.edu.au/conf-ranks/758/
759.0,IEEE Visualization,IEEE VIS,A,https://portal.core.edu.au/conf-ranks/759/
760.0,IEEE Wireless Communications and Networking Conference,WCNC,B,https://portal.core.edu.au/conf-ranks/760/
761.0,IEEE Working Conference on Reverse Engineering,WCRE,B,https://portal.core.edu.au/conf-ranks/761/
762.0,IEEE Workshop on Advances in Techniques for Analysis of Remotely Sensed Data,WARDS,C,https://portal.core.edu.au/conf-ranks/762/
763.0,IEEE Workshop on Applications of Computer Vision,WACV,A,https://portal.core.edu.au/conf-ranks/763/
764.0,IEEE Workshop on Computational Intelligence for Visual Intelligence,IEEE CIVI,C,https://portal.core.edu.au/conf-ranks/764/
765.0,IEEE Workshop on Computational Intelligence in Aerospace Applications,IEEE CIAA,C,https://portal.core.edu.au/conf-ranks/765/
766.0,"IEEE Workshop on Computational Intelligence in Biometrics: Theory, Algorithms, and Applications",IEEE CIB,C,https://portal.core.edu.au/conf-ranks/766/
767.0,IEEE Workshop on Computational Intelligence in Vehicles and Vehicular Systems,IEEE CIWS,C,https://portal.core.edu.au/conf-ranks/767/
768.0,IEEE Workshop on Computational Intelligence in Virtual Environments,IEEE CIVE,C,https://portal.core.edu.au/conf-ranks/768/
769.0,IEEE Workshop on Evolvable and Adaptive Hardware,IEEE WEAH,C,https://portal.core.edu.au/conf-ranks/769/
770.0,IEEE Workshop on Evolving and Self-Developing Intelligent Systems,IEEE ESDIS,C,https://portal.core.edu.au/conf-ranks/770/
771.0,IEEE Workshop on High Performance Switching and Routing,HPSR,C,https://portal.core.edu.au/conf-ranks/771/
772.0,IEEE Workshop on Hot Topics in Web Systems and Technologies,HotWeb,B,https://portal.core.edu.au/conf-ranks/772/
773.0,IEEE Workshop on Hybrid Intelligent Models and Applications,IEEE HIMA,C,https://portal.core.edu.au/conf-ranks/773/
774.0,IEEE Workshop on Memetic Algorithms,IEEE WOMA,C,https://portal.core.edu.au/conf-ranks/774/
776.0,IEEE Workshop on Organic Computing,IEEE OC,C,https://portal.core.edu.au/conf-ranks/776/
777.0,IEEE Workshop on Robotic Intelligence in Informationally Structured Space,IEEE RiiSS,C,https://portal.core.edu.au/conf-ranks/777/
778.0,IEEE Workshop on Speech Coding,SCW,C,https://portal.core.edu.au/conf-ranks/778/
779.0,IEEE Workshop on Wireless Mesh Networks,WiMesh,C,https://portal.core.edu.au/conf-ranks/779/
780.0,IEEE World Congress on Computational Intelligence,WCCI,A,https://portal.core.edu.au/conf-ranks/780/
781.0,IEEE WoWMoM Workshop on Hot Topics in Mesh Networking,HotMESH,C,https://portal.core.edu.au/conf-ranks/781/
782.0,IEEE/ACIS International Conference on Computer and Information Science,ICIS,C,https://portal.core.edu.au/conf-ranks/782/
783.0,IEEE/ACM International Conference on Computer-Aided Design,ICCAD,A,https://portal.core.edu.au/conf-ranks/783/
784.0,IEEE/ACM International Conference on Grid Computing,GRID,A,https://portal.core.edu.au/conf-ranks/784/
785.0,IEEE/ACM International Symposium on Mixed and Augmented Reality,ISMAR,A*,https://portal.core.edu.au/conf-ranks/785/
786.0,IEEE/IFAC Computer Aided Control System Design,CACSD,B,https://portal.core.edu.au/conf-ranks/786/
787.0,IEEE/IFIP International Conference on Dependable Systems and Networks,DSN,A,https://portal.core.edu.au/conf-ranks/787/
788.0,IEEE/IFIP International Conference on Embedded and Ubiquitous Computing,EUC,C,https://portal.core.edu.au/conf-ranks/788/
789.0,IEEE/IFIP International Conference on Information Technology for Balanced Automation Systems,BASYS,B,https://portal.core.edu.au/conf-ranks/789/
790.0,"International Conference on Trust, Security and Privacy in Computing and Communications",TrustCom,B,https://portal.core.edu.au/conf-ranks/790/
791.0,International Conference on Software Architecture (was previously WICSA),ICSA,A,https://portal.core.edu.au/conf-ranks/791/
792.0,IEEE/RSJ International Conference on Intelligent Robots and Systems,IROS,A,https://portal.core.edu.au/conf-ranks/792/
794.0,IEEE/WIC/ACM International Conference on Web Intelligence (previously joint with Intelligent Agent Technology WI-IAT),WI,B,https://portal.core.edu.au/conf-ranks/794/
795.0,IEEE-RAS International Conference on Humanoid Robots,Humanoids,C,https://portal.core.edu.au/conf-ranks/795/
796.0,IFAC Conference on System Structure and Control,SSSC,C,https://portal.core.edu.au/conf-ranks/796/
797.0,"IFAC Symposium on Fault Detection, Supervision and Safety of Technical Processes",SAFEProcess,C,https://portal.core.edu.au/conf-ranks/797/
798.0,IFIP Conference on Biologically Inspired Collaborative Computing,BICC,C,https://portal.core.edu.au/conf-ranks/798/
799.0,IFIP Congress (Information Processing),Information Processing,C,https://portal.core.edu.au/conf-ranks/799/
800.0,IFIP International Conference on Broadband Communications,BC,C,https://portal.core.edu.au/conf-ranks/800/
801.0,IFIP International Conference on Distributed Applications and Interoperable Systems,DAIS,C,https://portal.core.edu.au/conf-ranks/801/
802.0,IFIP International Conference on Open Distributed Processing,ODP,B,https://portal.core.edu.au/conf-ranks/802/
803.0,IFIP International Conference on Theoretical Computer Science,IFIP TCS,C,https://portal.core.edu.au/conf-ranks/803/
804.0,IFIP Information Security &amp; Privacy Conference,IFIP SEC,B,https://portal.core.edu.au/conf-ranks/804/
805.0,"IFIP Joint International Conference on Formal Description Techniques and Protocol Specification, Testing, And Verification",FORTE,C,https://portal.core.edu.au/conf-ranks/805/
806.0,IFIP International Conference on Networking,Networking,B,https://portal.core.edu.au/conf-ranks/806/
807.0,IFIP TC13 Conference on Human-Computer Interaction,Interact,B,https://portal.core.edu.au/conf-ranks/807/
808.0,IFIP Working Conference on Visual Database Systems,VDbS,B,https://portal.core.edu.au/conf-ranks/808/
809.0,IFIP Working Conferences on Virtual Enterprises,PRO-VE,C,https://portal.core.edu.au/conf-ranks/809/
810.0,IFIP International Conference on Network and Parallel Computing,NPC,C,https://portal.core.edu.au/conf-ranks/810/
811.0,IFIP/ACM Working Conference on Component Deployment,CD,B,https://portal.core.edu.au/conf-ranks/811/
812.0,IFIP/IEEE International Symposium on Integrated Management (even years sharing with NOMS),IM,B,https://portal.core.edu.au/conf-ranks/812/
813.0,International Conference on Network and Service Management (amalgamation of DSOM and related workshops from 2010),CNSM,B,https://portal.core.edu.au/conf-ranks/813/
814.0,IFSA World Congress,IFSA,C,https://portal.core.edu.au/conf-ranks/814/
815.0,IGIP - international Society for Engineering Education Annual Meeting,,C,https://portal.core.edu.au/conf-ranks/815/
816.0,IMA International Conference on Cryptography and Coding,IMACC,C,https://portal.core.edu.au/conf-ranks/816/
817.0,Image and Vision Computing Conference,IVCNZ,Australasian C,https://portal.core.edu.au/conf-ranks/817/
818.0,Indoor Air,IA,A,https://portal.core.edu.au/conf-ranks/818/
819.0,Inductive Logic Programming,ILP,B,https://portal.core.edu.au/conf-ranks/819/
820.0,Industrial Simulation Conference,ISC,C,https://portal.core.edu.au/conf-ranks/820/
821.0,Informatics Education Europe,IEE,C,https://portal.core.edu.au/conf-ranks/821/
822.0,Information Integration and Web-based Applications and Services,IIWAS,C,https://portal.core.edu.au/conf-ranks/822/
823.0,Information Processing in Sensor Networks,IPSN,A*,https://portal.core.edu.au/conf-ranks/823/
825.0,Information Security Practice and Experience Conference,ISPEC,C,https://portal.core.edu.au/conf-ranks/825/
826.0,Information Security Symposium,CERIAS,National: USA,https://portal.core.edu.au/conf-ranks/826/
827.0,Information Security Conference,ISC,C,https://portal.core.edu.au/conf-ranks/827/
828.0,Information Systems Education Conference,ISECON,B,https://portal.core.edu.au/conf-ranks/828/
829.0,Information Systems Research Seminar in Scandinavia,IRIS,C,https://portal.core.edu.au/conf-ranks/829/
830.0,Information Theory Workshop,ITW,B,https://portal.core.edu.au/conf-ranks/830/
831.0,Information Visualisation Theory and Practice,InfVis,C,https://portal.core.edu.au/conf-ranks/831/
832.0,Information Visualization Evaluation,IVE,C,https://portal.core.edu.au/conf-ranks/832/
833.0,Information Visualization in Biomedical Informatics,IVBI,C,https://portal.core.edu.au/conf-ranks/833/
834.0,Informing Science and Information Technology Education,InSITE,C,https://portal.core.edu.au/conf-ranks/834/
835.0,Infrastructure and Environment (International Postgraduate Conference),IPC,B,https://portal.core.edu.au/conf-ranks/835/
836.0,Innovative Applications in AI,IAAI,C,https://portal.core.edu.au/conf-ranks/836/
837.0,International Conference on Innovations for Community Services (was Innovative Internet Computer Systems IICS until 2014),I4CS,C,https://portal.core.edu.au/conf-ranks/837/
838.0,Institute for Small Business and Entrepreneurship Annual Conference,ISBE,C,https://portal.core.edu.au/conf-ranks/838/
839.0,Int. Workshop on Formal Methods for Industrial Critical Systems,FMICS,C,https://portal.core.edu.au/conf-ranks/839/
840.0,Int. Workshop on Multi-Media Data Base Management Systems,IW-MMDBMS,C,https://portal.core.edu.au/conf-ranks/840/
841.0,Integrated Data Environments Australia Workshop,IDEAW,Australasian,https://portal.core.edu.au/conf-ranks/841/
842.0,Integrated Formal Methods,IFM,B,https://portal.core.edu.au/conf-ranks/842/
843.0,Integration of Software Engineering and Agent Technology,ISEAT,B,https://portal.core.edu.au/conf-ranks/843/
844.0,"Intelligence Tools, Data Mining, Visualization",IDV,C,https://portal.core.edu.au/conf-ranks/844/
845.0,Intelligent Data Analysis,IDA,B,https://portal.core.edu.au/conf-ranks/845/
847.0,Intelligent Systems in Molecular Biology,ISMB,journal published,https://portal.core.edu.au/conf-ranks/847/
848.0,Intelligent Vehicles Symposium,IEEE IV,B,https://portal.core.edu.au/conf-ranks/848/
