index,conference_name,acronym,rank,url
1814.0,Theoretical Aspects of Rationality and Knowledge,TARK,A,https://portal.core.edu.au/conf-ranks/1814/
1815.0,Theory of Cryptography Conference,TCC,A,https://portal.core.edu.au/conf-ranks/1815/
1816.0,Thermo and Fluid Dynamic Processes in Diesel Engines,,B,https://portal.core.edu.au/conf-ranks/1816/
1817.0,TMS Annual Meeting and Exhibition,,B,https://portal.core.edu.au/conf-ranks/1817/
1818.0,Tools and Algorithms for Construction and Analysis of Systems,TACAS,A,https://portal.core.edu.au/conf-ranks/1818/
1819.0,Topological and Geometric Graph Theory,TGGT,C,https://portal.core.edu.au/conf-ranks/1819/
1820.0,Traitement Automatique des Langues Naturelles,TALN,C,https://portal.core.edu.au/conf-ranks/1820/
1821.0,Transportation Research Board (USA) Annual Meeting,TRB,A,https://portal.core.edu.au/conf-ranks/1821/
1822.0,Trustworthy Interfaces for Passwords and Personal Information workshop,TIPPI,C,https://portal.core.edu.au/conf-ranks/1822/
1823.0,Turbulence and Shear Flow Phenomena,,A,https://portal.core.edu.au/conf-ranks/1823/
1825.0,ACM International Joint Conference on Pervasive and Ubiquitous Computing (PERVASIVE and UbiComp combined from 2013),UbiComp,journal published,https://portal.core.edu.au/conf-ranks/1825/
1826.0,UK Academy of Information Systems Conference,UKAIS,C,https://portal.core.edu.au/conf-ranks/1826/
1827.0,UK e-Science All Hands Meeting,UK e-Science,C,https://portal.core.edu.au/conf-ranks/1827/
1828.0,UK Ireland Planning Research Conference,PRC,B,https://portal.core.edu.au/conf-ranks/1828/
1829.0,UK Wind Engineering Society Conference on Wind Engineering,,C,https://portal.core.edu.au/conf-ranks/1829/
1830.0,Unconventional Models of Computation,UMC,B,https://portal.core.edu.au/conf-ranks/1830/
1832.0,United Kingdom Systems Society,UKSS,B,https://portal.core.edu.au/conf-ranks/1832/
1833.0,United Kingdom Virtual Reality Special Interest Group Conference UK-VRSIG,VR-SIG,C,https://portal.core.edu.au/conf-ranks/1833/
1834.0,"Machines, Computations and Universality (was Universal Machines and Computations)",MCU,C,https://portal.core.edu.au/conf-ranks/1834/
1835.0,Urban History Planning History (Australasia),UHPH,B,https://portal.core.edu.au/conf-ranks/1835/
1836.0,US Office of Naval Research Symposium on Naval Hydrodynamics,,C,https://portal.core.edu.au/conf-ranks/1836/
1837.0,Usable Security and Privacy,USEC,National: USA,https://portal.core.edu.au/conf-ranks/1837/
1838.0,Usenix Annual Technical Conference,USENIX,A,https://portal.core.edu.au/conf-ranks/1838/
1839.0,Conference on File and Storage Technologies,FAST,A,https://portal.core.edu.au/conf-ranks/1839/
1840.0,Usenix Network and Distributed System Security Symposium,NDSS,A*,https://portal.core.edu.au/conf-ranks/1840/
1841.0,Usenix Security Symposium,USENIX-Security,A*,https://portal.core.edu.au/conf-ranks/1841/
1842.0,Usenix Symposium on Operating Systems Design and Implementation,OSDI,A*,https://portal.core.edu.au/conf-ranks/1842/
1843.0,USENIX Windows NT Symposium,UWNTS,C,https://portal.core.edu.au/conf-ranks/1843/
1844.0,USENIX Workshop on Electronic Commerce,USENIX EC,C,https://portal.core.edu.au/conf-ranks/1844/
1845.0,USENIX Workshop on Hot Topics in Operating Systems,HotOS,A,https://portal.core.edu.au/conf-ranks/1845/
1846.0,USENIX/ACCURATE Electronic Voting Technology Workshop,EVT,C,https://portal.core.edu.au/conf-ranks/1846/
1847.0,"Verification, Model Checking and Abstract Interpretation",VMCAI,B,https://portal.core.edu.au/conf-ranks/1847/
1849.0,Vision Interface,VI,C,https://portal.core.edu.au/conf-ranks/1849/
1850.0,VisMasters Design Modelling and Visualization Conference,DMVC,C,https://portal.core.edu.au/conf-ranks/1850/
1851.0,Visual Analytics,EuroVA,C,https://portal.core.edu.au/conf-ranks/1851/
1853.0,Visual Information Communication and Interaction,VINCI,C,https://portal.core.edu.au/conf-ranks/1853/
1854.0,Visual Languages and Formal Methods,VLFM,C,https://portal.core.edu.au/conf-ranks/1854/
1855.0,Visualisation in Built and Rural Environments,BuiltViz,C,https://portal.core.edu.au/conf-ranks/1855/
1856.0,Visualization In Science and Education,GRC,National: USA,https://portal.core.edu.au/conf-ranks/1856/
1857.0,Visualization in Software Engineering,SEViz,C,https://portal.core.edu.au/conf-ranks/1857/
1858.0,Visualization in Software Product Lines Workshop,VisPLE,C,https://portal.core.edu.au/conf-ranks/1858/
1859.0,Water Down Under 2008 (incorporating the 31st Hydrology and Water Resources Symposium and the 4th International Conference on Water Resources and Environment Research),,A,https://portal.core.edu.au/conf-ranks/1859/
1860.0,Web Visualization,WebViz,C,https://portal.core.edu.au/conf-ranks/1860/
1861.0,Western Australian Workshop on Information Systems Research,WAWISR,Australasian,https://portal.core.edu.au/conf-ranks/1861/
1862.0,Western Canadian Conference on Computing Education,WCCCE,C,https://portal.core.edu.au/conf-ranks/1862/
1863.0,Western Decision Sciences Institute Conference,WDSI,C,https://portal.core.edu.au/conf-ranks/1863/
1864.0,Western European Workshop on Research in Cryptology,WeWoRC,C,https://portal.core.edu.au/conf-ranks/1864/
1865.0,Winter Simulation Conference,WSC,C,https://portal.core.edu.au/conf-ranks/1865/
1867.0,Workshop in Information Security Theory and Practices,WISTP,C,https://portal.core.edu.au/conf-ranks/1867/
1868.0,Workshop on Ad Hoc and Ubiquitous computing,AUC,C,https://portal.core.edu.au/conf-ranks/1868/
1869.0,Workshop on Algorithm Engineering,WAE,B,https://portal.core.edu.au/conf-ranks/1869/
1870.0,Workshop on Algorithm Engineering and Experiments,ALENEX,A,https://portal.core.edu.au/conf-ranks/1870/
1871.0,"Workshop on Algorithmic Approaches for Transportation Modelling, Optimization, and Systems",ATMOS,C,https://portal.core.edu.au/conf-ranks/1871/
1872.0,Workshop on Algorithmic Aspects of Advanced Programming Languages,WAAAPL,C,https://portal.core.edu.au/conf-ranks/1872/
1873.0,Workshop on Algorithms And Models For The Web Graph,WAW,C,https://portal.core.edu.au/conf-ranks/1873/
1874.0,Workshop on Algorithms in Bioinformatics,WABI,C,https://portal.core.edu.au/conf-ranks/1874/
1875.0,"Workshop on Algorithms, Combinatorics, and Geometry",ACG,C,https://portal.core.edu.au/conf-ranks/1875/
1876.0,Workshop on Analytic Algorithmics and Combinatorics,ANALCO,B,https://portal.core.edu.au/conf-ranks/1876/
1877.0,Workshop on Application Specific Processors,WASP,C,https://portal.core.edu.au/conf-ranks/1877/
1878.0,Workshop on Applications of Graph Theory in Wireless Ad hoc Networks and Sensor Networks,Graph-hoc,C,https://portal.core.edu.au/conf-ranks/1878/
1879.0,Workshop on Approximation and Online Algorithms,WAOA,B,https://portal.core.edu.au/conf-ranks/1879/
1880.0,Workshop on Approximation and Randomization Algorithms in Communication Networks,ARACNE,C,https://portal.core.edu.au/conf-ranks/1880/
1881.0,Workshop on Aspect Oriented Requirements Engineering and Architecture Design,Early Aspects,C,https://portal.core.edu.au/conf-ranks/1881/
1882.0,Workshop on Aspect-Oriented Modelling,AOM,C,https://portal.core.edu.au/conf-ranks/1882/
1883.0,"Workshop on Aspects, Components, and Patterns for Infrastructure Software",ACP4IS,C,https://portal.core.edu.au/conf-ranks/1883/
1884.0,Workshop on Assurance Cases for Security,DSN,C,https://portal.core.edu.au/conf-ranks/1884/
1885.0,"Workshop on Australasian Information Security, Data Mining and Web Intelligence, and Software Internationalisation",AISW,Australasian,https://portal.core.edu.au/conf-ranks/1885/
1886.0,Workshop on Combinatorial and Algorithmic Aspects of Networking,CAAN,B,https://portal.core.edu.au/conf-ranks/1886/
1887.0,Workshop on Component-Oriented Programming,WCOP,C,https://portal.core.edu.au/conf-ranks/1887/
1888.0,Workshop on Computational and Conformal Geometry,CCG,C,https://portal.core.edu.au/conf-ranks/1888/
1889.0,Workshop on Computational Geometry and Applications,CGA,C,https://portal.core.edu.au/conf-ranks/1889/
1890.0,Workshop on Computational Graph Theory and Combinatorics,WCGTC,C,https://portal.core.edu.au/conf-ranks/1890/
1891.0,Workshop on Computational Optimization,WCO,C,https://portal.core.edu.au/conf-ranks/1891/
1892.0,Workshop on Computer Architecture Education,WCAE,National: USA,https://portal.core.edu.au/conf-ranks/1892/
1893.0,Workshop on Constraint Satisfaction for Planning and Scheduling,COPLAS,C,https://portal.core.edu.au/conf-ranks/1893/
1894.0,Workshop on Cryptographic Hardware and Embedded Systems,CHES,A,https://portal.core.edu.au/conf-ranks/1894/
1895.0,Workshop on Cryptography for Ad hoc Networks,WCAN,C,https://portal.core.edu.au/conf-ranks/1895/
1896.0,Workshop on Data Engineering for Wireless and Mobile Access,MobiDE,C,https://portal.core.edu.au/conf-ranks/1896/
1897.0,Workshop on Database Technology for Virtual Enterprises,DTVE,C,https://portal.core.edu.au/conf-ranks/1897/
1898.0,Workshop on Declarative Programming in the Context of OO Languages,DP-COOL,C,https://portal.core.edu.au/conf-ranks/1898/
1899.0,Workshop on Distributed Data and Structures,WDAS,C,https://portal.core.edu.au/conf-ranks/1899/
1900.0,Workshop on Domain Specific Modelling,DSM,C,https://portal.core.edu.au/conf-ranks/1900/
1901.0,"Workshop on Duplicating, Deconstructing, and Debunking",WDDD,C,https://portal.core.edu.au/conf-ranks/1901/
1902.0,Workshop on Economics of Peer-to-Peer Systems,P2P Econ,C,https://portal.core.edu.au/conf-ranks/1902/
1903.0,Workshop on Elliptic Curve Cryptography,ECC,C,https://portal.core.edu.au/conf-ranks/1903/
1904.0,Workshop on Fault Diagnosis and Tolerance in Cryptography,FDTC,C,https://portal.core.edu.au/conf-ranks/1904/
1905.0,Workshop on Formal Techniques for Java-like Programs,FTfJP,C,https://portal.core.edu.au/conf-ranks/1905/
1908.0,Workshop On Java For High-Performance Computing,JHPC,C,https://portal.core.edu.au/conf-ranks/1908/
1909.0,Workshop on Job Scheduling Strategies for Parallel Processing,JSSPP,C,https://portal.core.edu.au/conf-ranks/1909/
1910.0,Workshop on Localized Algorithms and Protocols for Wireless Sensor Networks,LOCALGOS,C,https://portal.core.edu.au/conf-ranks/1910/
1911.0,Workshop on Logic and Learning,L&amp;L,C,https://portal.core.edu.au/conf-ranks/1911/
1912.0,"Workshop on Logic, Language, Information and Computation",WoLLIC,C,https://portal.core.edu.au/conf-ranks/1912/
1913.0,Workshop on Massive Data Algorithmics,Massive,C,https://portal.core.edu.au/conf-ranks/1913/
1914.0,Workshop on Mobile Computing Systems and Applications,HOTMOBILE,National: USA,https://portal.core.edu.au/conf-ranks/1914/
1915.0,Workshop on Multiparadigm Programming with OO Languages,MPOOL,C,https://portal.core.edu.au/conf-ranks/1915/
1916.0,Workshop on Nature Inspired Distributed Computing,NISDIC,C,https://portal.core.edu.au/conf-ranks/1916/
1917.0,Workshop on Network-Related Data Management,NRDM,C,https://portal.core.edu.au/conf-ranks/1917/
1918.0,Workshop on New Technologies for Personalized Information Access,PIA,C,https://portal.core.edu.au/conf-ranks/1918/
1919.0,Workshop on Object-Oriented Database Systems,OODBS,C,https://portal.core.edu.au/conf-ranks/1919/
1920.0,Workshop on Object-Oriented Development,WOOD,C,https://portal.core.edu.au/conf-ranks/1920/
1921.0,Workshop on On-Line Algorithms,OLA,C,https://portal.core.edu.au/conf-ranks/1921/
1922.0,Workshop on Parallel and Distributed Debugging ACM/ONR,PADD,C,https://portal.core.edu.au/conf-ranks/1922/
1923.0,Workshop on Parameterized Complexity,WPC,C,https://portal.core.edu.au/conf-ranks/1923/
1924.0,Workshop on Physics and Computation,PC,C,https://portal.core.edu.au/conf-ranks/1924/
1925.0,Workshop on Power Aware Computing and Systems,HotPower,B,https://portal.core.edu.au/conf-ranks/1925/
1926.0,Workshop on Probabilistic Graph Theory,PGT,C,https://portal.core.edu.au/conf-ranks/1926/
1927.0,Workshop on Programming Languages and Operating Systems,PLOS,C,https://portal.core.edu.au/conf-ranks/1927/
1928.0,Workshop on Quantum Information Processing,QIP,C,https://portal.core.edu.au/conf-ranks/1928/
1929.0,Workshop on Real-Time Databases,RTDB,C,https://portal.core.edu.au/conf-ranks/1929/
1930.0,Workshop on Research Issues in Data Mining and Knowledge Discovery,DMKD,C,https://portal.core.edu.au/conf-ranks/1930/
1931.0,Workshop on Robust Shape Operations,WRSO,C,https://portal.core.edu.au/conf-ranks/1931/
1932.0,International Conference on Runtime Verification (was workshop pre 2010),RV,B,https://portal.core.edu.au/conf-ranks/1932/
1933.0,"Workshop on Scientific Knowledge, Information, and Computing",SIDEKIC,C,https://portal.core.edu.au/conf-ranks/1933/
1934.0,Workshop on Security and Privacy in e-Commerce,SPEC,C,https://portal.core.edu.au/conf-ranks/1934/
1935.0,Workshop on Service Oriented Computing,SOCASE,C,https://portal.core.edu.au/conf-ranks/1935/
1936.0,Workshop on the Arithmetic of Finite Fields,WAIFI,C,https://portal.core.edu.au/conf-ranks/1936/
1937.0,Workshop on Theoretical and Algorithmic Aspects of Sensor and Ad-hoc Networks,WTASA,C,https://portal.core.edu.au/conf-ranks/1937/
1938.0,Workshop on Uncertainty in Geometric Computations,GEOM Uncertainty,C,https://portal.core.edu.au/conf-ranks/1938/
1939.0,Workshop on Web Usage Analysis,WebKDD,C,https://portal.core.edu.au/conf-ranks/1939/
1940.0,World Computer Congress,WCC,C,https://portal.core.edu.au/conf-ranks/1940/
1941.0,World Conference on the WWW and Internet,WebNet,C,https://portal.core.edu.au/conf-ranks/1941/
1942.0,World Conference on Transport Research,WCTR,A,https://portal.core.edu.au/conf-ranks/1942/
1943.0,"World Congress in Computer Science, Computer Engineering, and Applied Computing",WORLDCOMP,National: USA,https://portal.core.edu.au/conf-ranks/1943/
1944.0,World Congress on Computational Mechanics,WCCM,A,https://portal.core.edu.au/conf-ranks/1944/
1945.0,"World Congress on Cost Engineering, Project Management and Quantity Surveying, AACE American Association of Cost Engineers",ICEC,B,https://portal.core.edu.au/conf-ranks/1945/
1946.0,World Congress on Engineering Asset Management,WCEAM-IMS,C,https://portal.core.edu.au/conf-ranks/1946/
1947.0,World Congress on Expert Systems,WCES,B,https://portal.core.edu.au/conf-ranks/1947/
1948.0,World Congress on Medical and Health Informatics,MEDINFO,B,https://portal.core.edu.au/conf-ranks/1948/
1949.0,World Congress on Neural Networks,WCNN,B,https://portal.core.edu.au/conf-ranks/1949/
1950.0,World of Construction Project Management Conference,WCPM,B,https://portal.core.edu.au/conf-ranks/1950/
1951.0,World Sustainable Building Conference,SB,C,https://portal.core.edu.au/conf-ranks/1951/
1952.0,"WSEAS International Conference on Robotics, Control and Manufacturing Technology",ROCOM,C,https://portal.core.edu.au/conf-ranks/1952/
1954.0,Australasian Document Computing Symposium,ADCS,Australasian B,https://portal.core.edu.au/conf-ranks/1954/
1955.0,"IASTED International Conferenceon AI, Exp Sys &amp; Neural Networks",AEN,C,https://portal.core.edu.au/conf-ranks/1955/
1957.0,IASTED International Conference on Applied Informatics,AI,C,https://portal.core.edu.au/conf-ranks/1957/
1958.0,Artificial Intelligence and Applications Conference,AIA,C,https://portal.core.edu.au/conf-ranks/1958/
1959.0,Australian Institute of Computer Ethics Conference,AICEC,Australasian,https://portal.core.edu.au/conf-ranks/1959/
1960.0,International Conference on AI in Design,AID,A,https://portal.core.edu.au/conf-ranks/1960/
1961.0,International Conference on Artificial Intelligence in Education,AIED,A,https://portal.core.edu.au/conf-ranks/1961/
1964.0,Algorithms and Experiments,ALEX,B,https://portal.core.edu.au/conf-ranks/1964/
1966.0,Australasian Language Technology Workshop,ALTA,Australasian C,https://portal.core.edu.au/conf-ranks/1966/
1968.0,American Medical Informatics Annual Fall Symposium,AMIA,National: USA,https://portal.core.edu.au/conf-ranks/1968/
1969.0,Asia Pacific Association for Medical Informatics Conference,APAMI,B,https://portal.core.edu.au/conf-ranks/1969/
1970.0,Joint Conference on Declarative Programming APPIA-GULP-PRODE,APPIA/GULP/PRODE,C,https://portal.core.edu.au/conf-ranks/1970/
1972.0,National Conference of the Australian Robot Association,ARA,Australasian,https://portal.core.edu.au/conf-ranks/1972/
1973.0,Australasian Remote Sensing Conference,ARSC,Australasian,https://portal.core.edu.au/conf-ranks/1973/
1974.0,Chicago ASA Data Mining Conference- A Hard Look at DM,ASADM,B,https://portal.core.edu.au/conf-ranks/1974/
1975.0,IASTED International Conference on Artificial Intelligence and Soft Computing,ASC,C,https://portal.core.edu.au/conf-ranks/1975/
1976.0,Annual conference of American Society for Information Science and Technology,ASIS&amp;T,A,https://portal.core.edu.au/conf-ranks/1976/
1977.0,IASTED International Conference on Applied Simulation and Modelling,ASM,C,https://portal.core.edu.au/conf-ranks/1977/
1978.0,National Conference of The Australian Society for Operations Research,ASOR,Australasian C,https://portal.core.edu.au/conf-ranks/1978/
1980.0,Australian Joint Conference on Artificial Intelligence,AusAI,Australasian,https://portal.core.edu.au/conf-ranks/1980/
1981.0,Australian Women in IT Conference,AusWIT,Australasian,https://portal.core.edu.au/conf-ranks/1981/
1984.0,Argentine Workshop on Theoretical Informatics,AWTI,B,https://portal.core.edu.au/conf-ranks/1984/
1985.0,IEEE/IFAC Joint Symposium on Intelligent Control,CACSD,B,https://portal.core.edu.au/conf-ranks/1985/
1986.0,IASTED International Conference on Computers and Advanced Technology in Education ,CATE,C,https://portal.core.edu.au/conf-ranks/1986/
1987.0,International Command and Control Research and Technology Symposium ,CCRTS,C,https://portal.core.edu.au/conf-ranks/1987/
1988.0,"Intelligent Multimedia, Computing and Communications Technologies and Applications of the Future ",CCTAF,C,https://portal.core.edu.au/conf-ranks/1988/
1989.0,"IEEE Conference on Electronic Commerce Technology and Enterprise Computing, e_Commerce and e-Services ",CBI (was CEC/EEE),B,https://portal.core.edu.au/conf-ranks/1989/
1994.0,IEEE Computer Security Foundations Workshop,CSFW,A,https://portal.core.edu.au/conf-ranks/1994/
1995.0,Annual Conference on Computer Science Logic,CSL,B,https://portal.core.edu.au/conf-ranks/1995/
1996.0,Design Automation Conf,DAC,TBR,https://portal.core.edu.au/conf-ranks/1996/
1997.0,Digital Audio Effects Conference,DAFX,C,https://portal.core.edu.au/conf-ranks/1997/
1998.0,International Workshop on Document Analysis Systems,DAS,B,https://portal.core.edu.au/conf-ranks/1998/
1999.0,Australian Pattern Recognition Society Conference,DICTA,Australasian,https://portal.core.edu.au/conf-ranks/1999/
2000.0,Joint DICTA &amp; IVCNZ,DICTA/IVCNZ,Australasian,https://portal.core.edu.au/conf-ranks/2000/
2002.0,Doing IT at Melbourne,DITAM,L,https://portal.core.edu.au/conf-ranks/2002/
2003.0,ACM Symposium on Document Engineering,DocEng,B,https://portal.core.edu.au/conf-ranks/2003/
2004.0,Deductive and Object-Oriented Databases,DOOD,A,https://portal.core.edu.au/conf-ranks/2004/
2006.0,Distributed Simulation Symposium ,DSS,B,https://portal.core.edu.au/conf-ranks/2006/
2007.0,International Conference on Decision Support Through Knowledge Management ,DSTKM,C,https://portal.core.edu.au/conf-ranks/2007/
2008.0,Information Systems &amp;Technologies /SPIE Conference on Digital Video Compression Algorithms &amp; Techniques,DVAT,C,https://portal.core.edu.au/conf-ranks/2008/
2009.0,International Workshop on Principles of Diagnosis,DX,C,https://portal.core.edu.au/conf-ranks/2009/
2010.0,IEEE Dynamic Spectrum Access Networks ,DYSPAN,B,https://portal.core.edu.au/conf-ranks/2010/
2011.0,Engineering Applications of Artifical Intelligence ,EAAI,A,https://portal.core.edu.au/conf-ranks/2011/
2013.0,International Conference on Theory and Practice of Digital Libraries (was ECDL until 2010),TPDL,B,https://portal.core.edu.au/conf-ranks/2013/
2014.0,"World Conference on Educational Multimedia, Hypermedia and Telecommunications ",ED-MEDIA,C,https://portal.core.edu.au/conf-ranks/2014/
2016.0,Engineering Federated Information (Database) Systems ,EFIS/EFDBS,C,https://portal.core.edu.au/conf-ranks/2016/
2017.0,Joint Meeting of the European Frequency and Time Forum and the Institute of Electrical and Electronics Engineers In,EFTF/IFCS,C,https://portal.core.edu.au/conf-ranks/2017/
2018.0,European Grid Conference,EGC,B,https://portal.core.edu.au/conf-ranks/2018/
2019.0,The Annual International Conference of the IEEE Engineering in Medicine and Biology Society,EMBC,C,https://portal.core.edu.au/conf-ranks/2019/
2021.0,Extended Semantic Web Conference (was European Semantic Web Conference),ESWC,B,https://portal.core.edu.au/conf-ranks/2021/
2022.0,International European Conference on Parallel and Distributed Computing (was International Conference on Parallel Processing),EuroPar,B,https://portal.core.edu.au/conf-ranks/2022/
2025.0,European Workshop on Learning Robots,EWLR,B,https://portal.core.edu.au/conf-ranks/2025/
2026.0,IEEE Symposium on Field Programmable Custom Computing Machines,FCCM,B,https://portal.core.edu.au/conf-ranks/2026/
2027.0,Frontiers in Education,FIE,C,https://portal.core.edu.au/conf-ranks/2027/
2029.0,Formal Techniques in Real-Time and Fault Tolerant Systems ,FTRTFT,B,https://portal.core.edu.au/conf-ranks/2029/
2030.0,IEEE Global Telecommunications Conference ,GLOBECOM,B,https://portal.core.edu.au/conf-ranks/2030/
2032.0,Human Language Technologies ,HLT,B,https://portal.core.edu.au/conf-ranks/2032/
2033.0,Symposium on High Performance Chips ,HOTCHIPS (HCS),C,https://portal.core.edu.au/conf-ranks/2033/
2035.0,International Conference on High Performance Computing and Networking,HPCN,B,https://portal.core.edu.au/conf-ranks/2035/
2036.0,IADIS International Conference Applied Computing,IADIS AC,C,https://portal.core.edu.au/conf-ranks/2036/
2037.0,IEEE Industry Applications Society Annual Conference,IAS,National: USA,https://portal.core.edu.au/conf-ranks/2037/
2038.0,International Conference on Computer Communication and Networks,ICCCN,B,https://portal.core.edu.au/conf-ranks/2038/
2039.0,IFAC Conference on Automation,ICA,C,https://portal.core.edu.au/conf-ranks/2039/
2040.0,International Conference of Asian Digital Libraries,ICADL,A,https://portal.core.edu.au/conf-ranks/2040/
2041.0,International Conference on Artificial Neural Networks and Genetic Algorithms,ICANNGA,C,https://portal.core.edu.au/conf-ranks/2041/
2042.0,"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,B,https://portal.core.edu.au/conf-ranks/2042/
2044.0,International Conference on Computing and Information,ICCI,B,https://portal.core.edu.au/conf-ranks/2044/
2045.0,IEEE International Conference on Computer Languages,ICCL,A,https://portal.core.edu.au/conf-ranks/2045/
2046.0,International Conference on Communication Systems and Applications,ICCSA,C,https://portal.core.edu.au/conf-ranks/2046/
2047.0,IEEE International Conference on Document Analysis and Recognition,ICDAR,A,https://portal.core.edu.au/conf-ranks/2047/
2050.0,International Conference on Multi Agent Systems,ICMAS,A,https://portal.core.edu.au/conf-ranks/2050/
2051.0,IEEE International Conference on Robotics and Automation,ICRA,A*,https://portal.core.edu.au/conf-ranks/2051/
2052.0,International Computer Symposium Conference,ICSC2,A,https://portal.core.edu.au/conf-ranks/2052/
2056.0,"IEEE Conference on Information, Decision and Control",IDC,C,https://portal.core.edu.au/conf-ranks/2056/
2057.0,International Database Conference (HK CS),IDC(W),L,https://portal.core.edu.au/conf-ranks/2057/
2058.0,IDF Congress,IDFC,C,https://portal.core.edu.au/conf-ranks/2058/
2061.0,IEEE Congress on Evolutionary Computation,CEC,B,https://portal.core.edu.au/conf-ranks/2061/
2062.0,Intelligent Vehicles Conference,IEEE-IV,B,https://portal.core.edu.au/conf-ranks/2062/
2063.0,IEEE International Conference on Multimedia Computing and Systems,ICMCS,A,https://portal.core.edu.au/conf-ranks/2063/
2064.0,IEEE Transactions on Knowledge and Data Engineering,IEEETKDE,A,https://portal.core.edu.au/conf-ranks/2064/
2065.0,Intenational Environmental Modelling and Software Society,iEMSs,C,https://portal.core.edu.au/conf-ranks/2065/
2066.0,International Federation of Automatic Control World Congress,IFAC,C,https://portal.core.edu.au/conf-ranks/2066/
2067.0,IFIP WG 11.3 Working Conference on Data and Applications Security (also known as DBSEC),DBSEC,B,https://portal.core.edu.au/conf-ranks/2067/
2068.0,International Joint Conference on Computational Linguistics,IJCNLP2,B,https://portal.core.edu.au/conf-ranks/2068/
2069.0,International Logic Programming Symposium,ILPS,A,https://portal.core.edu.au/conf-ranks/2069/
2070.0,"IASTED International Conference on Internet, Multimedia Systems and Applications",IMSA,C,https://portal.core.edu.au/conf-ranks/2070/
2071.0,IEEE Intell Network Workshop,IN,B,https://portal.core.edu.au/conf-ranks/2071/
2072.0,International Conference on Applications of Prolog (no information after 2013),INAP,C,https://portal.core.edu.au/conf-ranks/2072/
2073.0,IEEE International Symposium on Intelligence in Neural &amp; Biological Systems,INBS,B,https://portal.core.edu.au/conf-ranks/2073/
2074.0,IEEE International Conference on Computer Communications,INFOCOM,A*,https://portal.core.edu.au/conf-ranks/2074/
2076.0,IEEE International Conference on Intelligent Processing Systems,IPS,C,https://portal.core.edu.au/conf-ranks/2076/
2078.0,Information Resources Management Association International Conference,IRMA,B,https://portal.core.edu.au/conf-ranks/2078/
2080.0,IASTED International Conference on Intelligent Systems and Control,ISC,C,https://portal.core.edu.au/conf-ranks/2080/
2081.0,IEEE International Solid-State Circuits Conference,ISSCC,A,https://portal.core.edu.au/conf-ranks/2081/
2082.0,Israel Symposium on Theory of Computing and Systems,ISTCS,A,https://portal.core.edu.au/conf-ranks/2082/
2083.0,International Conference on IT Based Higher Education and Training,ITHET,C,https://portal.core.edu.au/conf-ranks/2083/
2084.0,IEEE International Workshop on Cluster Computing and the Grid ,IWCC,C,https://portal.core.edu.au/conf-ranks/2084/
2085.0,ACM Conference on Digital Libraries ,JCDL,A*,https://portal.core.edu.au/conf-ranks/2085/
2088.0,IEEE LAN/MAN Workshop,LANMAN,C,https://portal.core.edu.au/conf-ranks/2088/
2089.0,IASTED International conference Law and Technology,LawTech,C,https://portal.core.edu.au/conf-ranks/2089/
2091.0,International Workshop on Logic Programming and Multi-Agents,LPMA,B,https://portal.core.edu.au/conf-ranks/2091/
2092.0,Language Resources and Evaluation Conference,LREC,B,https://portal.core.edu.au/conf-ranks/2092/
2093.0,Symposium on Frontiers of Massively Parallel Processing,MassPar,A,https://portal.core.edu.au/conf-ranks/2093/
2094.0,Australian Conference on Mathematics and Computers in Sport,MCSpo,Australasian,https://portal.core.edu.au/conf-ranks/2094/
2096.0,"IASTED International Conference on Modelling, Identification, and Control",MIC,C,https://portal.core.edu.au/conf-ranks/2096/
2097.0,Malaysia International Conference on Communications ,MICC,Regional,https://portal.core.edu.au/conf-ranks/2097/
2098.0,International Symposium on Microarchitecture,MICRO,TBR,https://portal.core.edu.au/conf-ranks/2098/
2099.0,IEEE International Conference on Multimedia in Education,MME,C,https://portal.core.edu.au/conf-ranks/2099/
2100.0,Multiple Objective Decision Support System Conference,MODSS,C,https://portal.core.edu.au/conf-ranks/2100/
2101.0,IASTED International Conference on Modelling and Simulation,MS,C,https://portal.core.edu.au/conf-ranks/2101/
2104.0,"Net Object Days (Includings MATES, ENASE etc.)",MATES ENASE,A,https://portal.core.edu.au/conf-ranks/2104/
2105.0,Network Storage Symposium,NetStore,A,https://portal.core.edu.au/conf-ranks/2105/
2106.0,"Annual IASTED International Conference on Networks, Parallel and Distributed Processing and Applications",NPDP,C,https://portal.core.edu.au/conf-ranks/2106/
2107.0,Open and Distance Learning Association of Australia Bienniel Forum,ODLA,Australasian,https://portal.core.edu.au/conf-ranks/2107/
2108.0,"Joint OECC, IOCC &amp; ACOFT",OESS/IOCC/ACOFT,C,https://portal.core.edu.au/conf-ranks/2108/
2109.0,International Conference on Object Oriented Information Systems,OOIS,C,https://portal.core.edu.au/conf-ranks/2109/
2110.0,IEEE Conference on Open Architecture and Network Programming,OPENARCH,A,https://portal.core.edu.au/conf-ranks/2110/
2111.0,PACES &amp; ICIL,P&amp;I,C,https://portal.core.edu.au/conf-ranks/2111/
2112.0,Post-Graduate ADFA Conference on Computer Science,PACCS,L,https://portal.core.edu.au/conf-ranks/2112/
2113.0,IASTED International Conference on Parallel and Distributed Computing and Networks ,PDCN,C,https://portal.core.edu.au/conf-ranks/2113/
